category	key	tree_id	tree_name_en	tree_name_ko	english	korean	desc_en	desc_ko
ability	Abilities.Ability_Spriggan Ability_Name				"Rejuvenating Wind"	"회춘의 바람"	"The companion ability of your Spriggan.  Restores 150 health and 15 mana to the spriggan and all nearby allies over 2 seconds."	"스프리건의 동반자 스킬입니다.  2초에 걸쳐 스프리건과 인근에 있는 모든 아군의 체력을 150, 마나를 15 회복합니다."
ability	Abilities.Ability_Shrapnel_Name				"Shrapnel"	"파편"	"Fires a piece of burning shrapnel in a random direction."	"불타는 파편 조각을 무작위 방향으로 발사합니다."
ability	Abilities.Ability_VolcanicOrb_Name				"Volcanic Orb"	"화산 오브"	"Casts a fiery orb that spews burning shrapnel in all directions."	"모든 방향으로 불타는 파편을 내뿜는 불 오브를 시전합니다."
ability	Abilities.Ability_SmallFireCircle_Name				"Explosive Ground"	"폭발성 대지"	"Creates a patch of explosive ground that detonates after 3 seconds."	"3초 후 폭발하는 폭발성 대지를 생성합니다."
ability	Abilities.Ability_RavagingAura_Name				"Ravaging Aura"	"유린의 아우라"	"Ravaging Aura deals spell void damage over time in an area around you, but you lose 5% of your current health per second. Added spell damage is applied at 350% effectiveness per second."	"유린의 아우라는 주변 지역에 지속 주문 공허 피해를 입힙니다. 그러나 초당 현재 체력의 5%를 잃습니다. 추가 주문 피해는 초당 350%의 효과로 적용됩니다."
ability	Abilities.Ability_AbyssalOrb_Name				"Abyssal Orb"	"심연의 오브"	"An orb of pure void energy that seeks out your enemies, dealing a large amount of void damage to the target and a smaller amount in an area around them.  Added spell damage applies to the primary hit at 200% effectiveness and at 100% to the area of effect."	"순수한 공허 에너지를 포함한 오브가 적군을 찾아다니며 목표에게 대량의 공허 피해를 입히고 동시에 주변에게 소량의 피해를 입힙니다.  주문 타격한 증가 주문 피해 효율이 일반 200%이며 범위 효과의 증가 주문 피해 효율이 100%입니다."
ability	Abilities.Ability_VoidRift_Name				"Void Rift"	"공허 균열"	"Creates a dark rift in an area, dealing void damage to enemies it hits.  Added spell damage applies at 100% effectiveness."	"구역에 어둠의 균열 하나를 생성하여 적군을 타격 시 공허 피해를 입힙니다.  주문 피해 효율이 100%입니다."
ability	Abilities.Ability_DevouringOrb_Name				"Devouring Orb"	"포식 오브"	"Creates a devouring orb at the target location for 10 seconds that deals void damage over time to nearby enemies, and casts a void rift whenever something dies nearby, hitting nearby enemies to deal void damage.  Each successive rift has 12% more damage and area of effect, capped at an increase of 120%."	"목표 위치에 10초 동안 지속되는 '{'포식 오브'}'를 생성하여 주변 적군에게 공허 지속 피해를 입히고 근처에 무언가 사망 시 '{'공허 균열'}'을 시전하여 주변 적에게 공허 피해를 입힙니다.  이후 각 균열마다의 피해와 범위는 매번 총 12% 총  증가하여 최대 120%까지 증가됩니다."
ability	Abilities.Ability_SunderingThorns_Name				"Sundering Thorns"	"절단 가시"	"Launch a barrage of thorns in a line."	"한 줄로 빗발치는 가시를 발사합니다."
ability	Abilities.Ability_Rive1_Name				"Rive"	"베어내기"	"A combo of three melee attacks. Every third consecutive attack with Rive slashes in a full circle around the character, dealing double damage."	"세 번 근접 공격하는 콤보입니다. 베어내기로 연이어 세 번째 공격할 때마다 주변을 원형으로 베어내며 두 배의 대미지를 줍니다."
ability	Abilities.Ability_Rive2_Name				"Rive"	"베어내기"	"A combo of three melee attacks. Every third consecutive attack with Rive slashes in a full circle around the character, dealing double damage."	"세 번 근접 공격하는 콤보입니다. 베어내기로 연이어 세 번째 공격할 때마다 주변을 원형으로 베어내며 두 배의 대미지를 줍니다."
ability	Abilities.Ability_Rive3_Name				"Rive"	"베어내기"	"A combo of three melee attacks. Every third consecutive attack with Rive slashes in a full circle around the character, dealing double damage."	"세 번 근접 공격하는 콤보입니다. 베어내기로 연이어 세 번째 공격할 때마다 주변을 원형으로 베어내며 두 배의 대미지를 줍니다."
ability	Abilities.Ability_WaterOrb_Name				"Water Orb"	"워터 오브"	"Cast a frigid orb of water to blast your enemy. Added spell damage is applied at 400% effectiveness."	"차가운 워터 오브를 시전해 적을 폭발시킵니다. 추가 주문 피해 400% 효과 적용합니다."
ability	Abilities.Ability_VoidAegis_Name				"Void Aegis"	"공허 이지스"	"If you take a hit that deals at least 25% of your max health as damage, sacrifice a void essence to gain Void Aegis for 4 seconds, which grants a portion of your maximum health gained as endurance threshold."	"만약 입는 한 번 피해가 최소 25% 최대 체력이면 '{'공허 정수'}' 한 스택을 희생하고 '{'공허의 피난처'}'를 획득하여 일부 최대 체력에 상당한 저항 한계치를 획득하며 4초 동안 지속됩니다."
ability	Abilities.Ability_SpiritWolves_Name				"Spirit Wolves"	"영혼 늑대"	"Your summoned wolves release spirit wolves that travel through enemies in a line, dealing melee physical damage.  Each spirit wolf scales with the stats of the wolf that released it."	"소환한 늑대들이 일렬로 적을 통과하며 근접 물리 대미지를 주는 영혼 늑대를 풉니다.  각 영혼 늑대가 자신을 풀어준 늑대의 스탯에 따라 강화됩니다."
ability	Abilities.Ability_Warpath_Name				"Warpath"	"출정"	"Spin towards the mouse while you hold down the ability key, striking nearby enemies as you move."	"스킬 키를 누르고 있을 때 마우스를 따라 회전하며, 움직이는 방향에 있는 인근 적을 공격합니다."
ability	Abilities.Ability_VolatileReversal_Name				"Volatile Reversal"	"신속 역행"	"A combo ability that jumps forwards in time to a target location and performs a melee attack on arrival. Recast within 3 seconds to jump backwards in time to your original location and perform a melee attack on arrival."	"콤보 스킬은 처음 시전 시 시간을 넘어 목표 위치로 도착하고 도착할 때 근접 타격을 가합니다. 3초 안에 다시 시전하면 시간을 넘어 원래 위치로 다시 되돌아가고 도착 시 근접 타격을 가합니다."
ability	Abilities.Ability_VolatileReversalReturn_Name				"Volatile Reversal"	"신속 역행"	"A combo ability that jumps forwards in time to a target location and performs a melee attack on arrival. Recast within 3 seconds to jump backwards in time to your original location and perform a melee attack on arrival."	"콤보 스킬은 처음 시전 시 시간을 넘어 목표 위치로 도착하고 도착할 때 근접 타격을 가합니다. 3초 안에 다시 시전하면 시간을 넘어 원래 위치로 다시 되돌아가고 도착 시 근접 타격을 가합니다."
ability	Abilities.Ability_ForwardVoidBeam_Name				"Void Beam"	"공허 빛줄기"	"A void beam that deals spell damage over time."	"주문 피해를 지속적으로 입히는 공허 빛줄기입니다."
ability	Abilities.Ability_BackwardVoidBeam_Name				"Void Beam"	"공허 빛줄기"	"A void beam that deals spell damage over time."	"주문 피해를 지속적으로 입히는 공허 빛줄기입니다."
ability	Abilities.Ability_HammerThrow_Name				"Hammer Throw"	"망치 투척"	"Throws a hammer that returns to you after a short delay.  Added Throwing Damage is applied to each hit at 110% effectiveness."	"망치를 투척하고 짧은 지연 후 다시 손으로 날아옵니다.  적중할 때마다 증가 투척 피해 효율이 110%입니다."
ability	Abilities.Ability_Vengeance_Name				"Vengeance"	"복수심"	"A melee attack that also prepares you to riposte incoming hits.  If vengeance successfully hits an enemy and you take a hit in the next 2 seconds you will riposte, taking 25% less damage and striking at a nearby enemy."	"근접 공격인 동시에 적의 공격에 반격할 수 있게 대비시켜 줍니다.  복수심으로 적 타격에 성공한 뒤 2초 이내에 피격 시, 응수를 시전해 받는 대미지가 25% 감폭되고 인근 적을 타격합니다."
ability	Abilities.Ability_RiposteRetaliationHit_Name				"Riposte"	"응수"	"A retaliatory melee attack performed automatically upon being hit. You take less damage from the hit that triggers the riposte."	"피격 시 자동으로 수행되는 보복성 근접 공격입니다. 응수를 발동한 타격으로 받는 피해가 감폭됩니다."
ability	Abilities.Ability_DarkBlade_Name				"Iron Blade"	"철검"	"Launches a blade towards an enemy, dealing melee physical damage."	"적을 향해 검을 발사해 근접 물리 피해를 입힙니다."
ability	Abilities.Ability_StationaryVoidBeam_Name				"Void Beam"	"공허 빛줄기"	"A void beam that deals spell damage over time."	"주문 피해를 지속적으로 입히는 공허 빛줄기입니다."
ability	Abilities.Ability_ErasingStrike_Name				"Erasing Strike"	"일소의 맹공"	"A melee attack that hits all enemies in a large area in front of you. Enemies killed by the hit are erased from existence, replaced by void rifts."	"전방의 넓은 범위에 있는 모든 적을 타격하는 근접 공격입니다. 공격으로 처치된 적은 존재에서 사라지며 공허 균열로 대체됩니다."
ability	Abilities.Ability_VoidEruption_Name				"Void Eruption"	"공허 분출"	"An orb of pure void energy, seeking out your enemies and destroying them."	"순수한 공허 에너지의 구체로, 적을 찾아내어 파괴합니다."
ability	Abilities.Ability_FireShardNova_Name				"Magma Shards"	"용암 조각"	"Shards of magma splinter off, hitting enemies around you. Added spell damage applies at 300% effectiveness."	"용암 조각이 쪼개지며 주변의 적을 타격합니다. 추가 주문 피해가 300%의 효과로 적용됩니다."
ability	Abilities.Ability_StormOrb_Name				"Storm Orb"	"폭풍 오브"	"Create an orb that explodes after one second, dealing physical damage to nearby enemies."	"1초 뒤 폭발하는 오브를 생성해 인근 적에게 물리 피해를 입힙니다."
ability	Abilities.Ability_SummonSkeleton_Name				"Summon Skeleton"	"해골 소환"	"Summons a skeleton warrior or skeleton archer to guard you. You are limited to 3 skeletons at a time."	"플레이어를 보호하는 해골 전사 또는 해골 궁수를 소환합니다. 한 번에 3명의 해골만 소환할 수 있습니다."
ability	Abilities.Ability_BoneArmor_Name				"Bone Armor"	"뼈 철갑"	"A protective coating of bone armor which grants 8% less damage taken for 4 seconds."	"뼈로 만든 와드으로 4초 동안 입는 피해를 8% 감소시킵니다."
ability	Abilities.Ability_PontifexCremate_Name				"Cremate"	"화장"	"Burns a corpse, dealing fire damage to surrounding enemies.  Has a 10% chance to raise a burning skeleton from the remains."	"시체를 태워 인근 적에게 화염 피해를 입힙니다.  10% 확률로 유해에서 불타는 해골이 일어납니다."
ability	Abilities.Ability_SummonSkeletonHarvester_Name				"Summon Skeleton Harvester"	"해골 수확자 소환"	"Summon an ancient skeleton to harvest your foes."	"적을 수확하는 고대 해골을 소환합니다."
ability	Abilities.Ability_HungeringSouls_Name				"Hungering Souls"	"굶주린 영혼"	"Calls forth five hungering souls that seeks out enemies, on hit they deal necrotic damage and then possesses the target.  Possessed enemies take necrotic damage over time for 1.5 seconds. Enemies cannot be possessed by multiple souls at once."	"적을 찾아 나서는 다섯 개의 굶주린 영혼을 소환합니다. 타격 시 괴사 피해를 입히고 대상에게 빙의합니다.  빙의된 적은 1.5초 동안 괴사 지속 피해를 받습니다. 적은 한 번에 여러 영혼에게 빙의되지 않습니다."
ability	Abilities.Ability_NecroticMortar_Name				"Necrotic Mortar"	"괴사의 포탄"	"Launches a necrotic orb in an arc. It explodes when it reaches the target."	"괴사 오브를 포물선으로 발사하여, 목표 지점에 도달하면 폭발합니다."
ability	Abilities.Ability_Sacrifice_Name				"Sacrifice"	"희생"	"Rips apart an allied minion, dealing physical damage to enemies around it."	"아군 미니언을 찢어지어 주변 적에게 물리 피해를 입힙니다."
